case_number,image_id,source,prompt,evaluation_seed
8393,97868,coco-30k,"A blue, white and red fire hydrant sitting on a sidewalk.",26078
8394,75886,coco-30k,A plate topped with a cake and a hat.,83237
8395,318056,coco-30k,A tall yellow double decker bus parked next to another bus.,71003
8396,284152,coco-30k,A man sitting on a bench next to the ocean.,48148
8397,145628,coco-30k,A red stop sign topped with street signs.,66613
8398,170629,coco-30k,A yellow bus is parked near people on the side of the road.,77710
8399,156696,coco-30k,a train on train tracks at a train station,3711
8400,436172,coco-30k,A stop sign is in a rural setting by grass.,7259
8401,221666,coco-30k,A wooden bench sitting next to a bunch of flowers.,13254
8402,549568,coco-30k,A light pole sitting next to the side of a road.,72843
8403,249158,coco-30k,Unique blue sign hanging from a light post. ,52312
8404,109873,coco-30k,A giraffe standing next to a brick building.,46790
8405,429109,coco-30k,A street filled with buses and a white van.,19932
8406,395497,coco-30k,A flock of birds flying over a beach next to the ocean.,43277
8407,185903,coco-30k,A train traveling down the train tracks next to a train station.,20888
8408,472557,coco-30k,Two giraffe standing next to each other near  brick building.,16983
8409,153092,coco-30k,Two birds are standing in the water together.,48161
8410,26017,coco-30k,A traffic light next to a very tall building near a street.,36268
8411,128891,coco-30k,Two birds sitting a cage perched on top of a branch.,85148
8412,550939,coco-30k,A green street sign sitting on top of a pole.,30886
8413,302452,coco-30k,A giraffe drinking milk from a bottle behind a cage.,84877
8414,181488,coco-30k,A room filled with wooden furniture and white walls.,31201
8415,11122,coco-30k,A red stop sign behind a chain link fence.,72243
8416,319607,coco-30k,A bent traffic light next to the side of a street.,26548
8417,170000,coco-30k,A person in a hat is riding a horse.,34078
8418,316648,coco-30k,A crowd of people standing under a give way sign.,67140
8419,297267,coco-30k,A train traveling down train tracks next to a lush green hillside.,49756
8420,38180,coco-30k,A white tanker truck driving down a street next to a bus.,624
8421,419309,coco-30k,A flock of birds floating on top of a lake.,5376
8422,195172,coco-30k,A giraffe walking across a tall dry grass field.,94452
8423,510358,coco-30k,A white and blue bus parked on the side of a road.,71750
8424,357930,coco-30k,A man cleaning up a mess on a street with a red fire hydrant.,92496
8425,411215,coco-30k,A train traveling on a lush green hillside.,78504
8426,399595,coco-30k,A tall building with a large neon side mounted on it's roof.,10445
8427,404534,coco-30k,a fence some buildings and some different signs,60534
8428,306893,coco-30k,A long train traveling down a city street with tall buildings.,83774
8429,358342,coco-30k,A tall massive clock tower towering over a city.,79643
8430,499615,coco-30k,A blue and yellow bus traveling down a street.,75920
8431,418002,coco-30k,A yellow fire hydrant sitting in front of a building.,89912
8432,79011,coco-30k,Three giraffe standing next to each other on a field.,48345
8433,396543,coco-30k,A small dog wearing a pink and purple dress.,4259
8434,300082,coco-30k,A small dog standing next to a person in blue jeans.,44192
8435,156759,coco-30k,A group of people standing outside of a white store.,79637
8436,284548,coco-30k,A red and black train traveling down train tracks.,94954
8437,559837,coco-30k,A little girl sitting on the side of a fence.,27234
8438,547630,coco-30k,A table that has a cup of coffee and a book set on it.,61306
8439,406744,coco-30k,A couple of birds sitting on a grass covered field.,49401
8440,158563,coco-30k,A man standing next to a yellow fire hydrant.,94397
8441,35401,coco-30k,A parking lot filled with cars next to a large traffic light.,82878
8442,281028,coco-30k,A train filled with lots of sets next to windows.,14612
8443,84968,coco-30k,A blue sign sitting on the side of a road next to a tree.,25337
8444,246270,coco-30k,A street filled with red buses next to tall buildings.,92921
8445,484893,coco-30k,A couple of kids petting sheep inside of a corral,38163
8446,366615,coco-30k,A dog wearing a witches costume standing on a grass field.,51847
8447,99026,coco-30k,A herd of sheep standing next to each other on a lush green field.,62667
8448,259858,coco-30k,A herd of sheep standing in a muddy pen with a chicken.,61412
8449,534817,coco-30k,A young man standing next to a wall with a bird painted on it.,79315
8450,158277,coco-30k,A bench sitting next to a green patch of grass.,23598
8451,137993,coco-30k, bridge spanning over the width of a river next to a city.,99045
8452,26323,coco-30k,A herd of giraffe walking across a grass covered field.,92179
8453,203257,coco-30k,A group of three buses driving down a highway.,41860
8454,366950,coco-30k,A herd of sheep standing next to each other on a field.,99528
8455,579247,coco-30k,A street sign mounted to the side of a traffic light.,49775
8456,295055,coco-30k,A sidewalk next to a brown brick building.,29973
8457,204036,coco-30k,A yellow and blue bus parked at the end of a street.,93966
8458,183004,coco-30k,Two giraffe standing next to each other in a field next to a tree.,33542
8459,432317,coco-30k,A large group of police riding horses down a city street.,96275
8460,429386,coco-30k,A green street sign next to peoples houses.,8632
8461,59393,coco-30k,a couple of sheep walking across a grass covered field.,43017
8462,335669,coco-30k,A green street sign mounted to a traffic light.,10790
8463,337143,coco-30k,A herd of giraffe standing next to each other at a zoo.,69096
8464,211785,coco-30k,A herd of sheep walking around in the snow.,34913
8465,52871,coco-30k,A street sign sitting in the middle of a road.,62131
8466,568554,coco-30k,A green bus driving down a street next to a traffic light.,41437
8467,93620,coco-30k,A group of women and children walking across a street.,72644
8468,529083,coco-30k,A couple of red buses traveling over a bridge spanning a rivers width.,28257
8469,76261,coco-30k,Two birds flying in a gray sky next to a mountain.,29221
8470,52627,coco-30k,A person standing on top of a yellow fire hydrant.,53684
8471,284535,coco-30k,A bird with a fish in its hand on a beach.,37712
8472,513968,coco-30k,A group of sheep in a field with a fence in the background.,2483
8473,554767,coco-30k,"A red, white an blue train next to a train station loading area.",12219
8474,303197,coco-30k,a red fire hydrant in the middle of a green field.,64058
8475,578776,coco-30k,A large herd of sheep crossing over a dirt roadway.,86531
8476,373284,coco-30k,A street filled with advertising signs hanging from the sides buildings.,18065
8477,7149,coco-30k,A woman washing a lam with a hose.,73118
8478,310052,coco-30k,A couple of trains driving past each other near a platform.,42274
8479,536366,coco-30k,A red stop sign sitting under a green street sign.,47757
8480,443038,coco-30k,"A red, black and silver locomotive sitting on a railroad track.",51343
8481,49115,coco-30k,A giraffe standing next to a pile of stones.,96554
8482,136941,coco-30k,a group of cows standing on the side of a road.,92813
8483,59660,coco-30k,A busy street covered in various traffic signs and advertisements.,7321
8484,17328,coco-30k,A red train on tracks next to a building.,87244
8485,12230,coco-30k,A car and a van parked side by side.,87511
8486,92081,coco-30k,The bike appears to be chained to the railing.,61038
8487,538243,coco-30k,two giraffes standing on a dirt  platform in a stone enclosure.,69741
8488,206290,coco-30k,A street light and other road signs. ,44724
8489,272857,coco-30k,A street sign that reads Bush on the side of a pole.,11205
8490,125829,coco-30k,A blue bike parked next to a red fire hydrant.,48
8491,44642,coco-30k,A tall giraffe standing next to a fence under a tree.,28844
8492,155736,coco-30k,A yellow white and green train traveling down train tracks.,78993
8493,296996,coco-30k,An airport runway filled with airplanes under a blue sky.,75450
8494,430875,coco-30k,A green traffic light suspended above a street.,50392
8495,148395,coco-30k,A green truck parked in the middle of a garage.,94186
8496,148458,coco-30k,A white and orange cat sitting on top of a sidewalk.,58689
8497,509028,coco-30k,A group of people standing around a green train car.,78648
8498,240775,coco-30k,A yellow double decker bus driving down a street,26623
8499,215524,coco-30k,A red pedestrian crossing signal with a red hand.,59840
8500,43286,coco-30k,An orange train traveling past tall buildings and a crowd of people..,61891
8501,483742,coco-30k,A couple of sheep standing on a lush green field.,65673
8502,117792,coco-30k,A red fire hydrant in front of a window with large windows.,87127
8503,509008,coco-30k,a lime and green bus parked on a grass field parking lot.,84106
8504,77405,coco-30k,an orange trolley traveling down a brick street.,31309
8505,264454,coco-30k,an image of a tourbus stopping on a route,27469
8506,321516,coco-30k,A bus driving down a street in front of a motorcycle.,95411
8507,320078,coco-30k,A cat laying on to of a white and red chair.,29432
8508,161161,coco-30k,A yellow train traveling down tracks next to a green field.,4525
8509,486991,coco-30k,A train traveling through rural green country side.,34710
8510,219873,coco-30k,A train traveling very close to houses next to a street.,18275
8511,352481,coco-30k,A bus stopped in front of a tall red building.,21442
8512,33753,coco-30k,A wooden park bench with a remote control on top of it.,48381
8513,81264,coco-30k,A black and white train passing over a body of water.,76085
8514,542079,coco-30k,A bus traveling down a road next to a bus stop.,60916
8515,351620,coco-30k,A long horn bull next to two sheep near a stone wall.,66564
8516,411958,coco-30k,A train traveling down tracks near a loading platform.,66559
8517,118715,coco-30k,A gray fire hydrant sitting next to a brick wall.,99921
8518,410339,coco-30k,A woman walking down a flight of stairs.,63028
8519,172478,coco-30k,A red double decker bus driving down a street.,96080
8520,280211,coco-30k,A silver passenger train traveling down train tracks.,99908
8521,364703,coco-30k,a red train on a train track below power lines.,98612
8522,404931,coco-30k,An overhead view shows many busses parked in a lot.,15005
8523,212663,coco-30k,A bus parked next to another bus at a bus stop.,88396
8524,36522,coco-30k,A white bus parked in a parking lot next to a car.,434
8525,483941,coco-30k,A red and white fire hydrant sitting on a field of grass.,32679
8526,317087,coco-30k,A red fire hydrant sitting on a slab of cement in a patch of grass.,49468
8527,142323,coco-30k,A blue street sign next to a power pole.,51792
8528,359184,coco-30k,A street sign on top of two one way arrow signs.,98773
8529,284552,coco-30k,A green rail bridge spanning over the width of a river.,38871
8530,126822,coco-30k,a long wooden bench on a sidewalk next to a street.,35464
8531,433243,coco-30k,a zebra and a giraffe stand next to each other.,59784
8532,507918,coco-30k,A herd of deer walking across a rocky hillside.,4262
8533,573778,coco-30k,A giraffe sitting in the middle of a field.,4654
8534,335529,coco-30k,A wooden bench sitting next to a large body of water.,69883
8535,463730,coco-30k,Two buses parked in a parking lot next to cars.,52949
8536,174329,coco-30k,A yellow train traveling down tracks next to a lush green field.,32895
8537,372433,coco-30k,A traffic light outside of a building next to a street.,71425
8538,159627,coco-30k,A white bus traveling down a road next to a car.,11953
8539,119469,coco-30k,A herd of sheep grazing on a lush green filed.,12438
8540,315846,coco-30k,A street sign in the city giving directions to several intercity areas. ,44259
8541,14450,coco-30k,an image of a train that is going down the tracks,96703
8542,69196,coco-30k,many people walking into an opened air plane,83261
8543,365177,coco-30k,a transit bus on a street under a bridge,15011
8544,229096,coco-30k,a double deckered bus on a city street,30779
8545,291048,coco-30k,A women who is holding the door handle to a truck.,12852
8546,240185,coco-30k,a person wearing a gorilla costume and a suit and tie,3531
8547,542073,coco-30k,A street light in front of a store front window.,39150
8548,558107,coco-30k,A red fire hydrant sitting on the side of a road on a side walk.,49053
8549,156503,coco-30k,A group of buses parked in front of a tall building.,55013
8550,92131,coco-30k,A green bus parked in a parking lot next to others buses.,67852
8551,151844,coco-30k,A red double decker bus traveling down a street.,10919
8552,317592,coco-30k,Zoo visitors look on at an adult and baby giraffe.,46821
8553,412349,coco-30k,a double deckered bus on a city street near a building,37265
8554,427094,coco-30k,A street sign in front of a tall building with lots of windows.,11216
8555,44860,coco-30k,A group of sheep standing in a field.,84286
8556,330065,coco-30k,A young boy holding his hand out to a giraffe sticking it's tongue out.,43421
8557,129942,coco-30k,Blue and orange large birds on tree with metal pot.,74943
8558,228306,coco-30k,Red metropolitan bus at intersection in city environment.,75935
8559,49994,coco-30k,A traffic light sitting next to the side of a building.,4219
8560,299074,coco-30k,A white bus driving down a street next to trees.,40334
8561,179265,coco-30k,A yellow bus with tinted windows driving uphill down a street.,8898
8562,472101,coco-30k,A traffic light surrounded by trees near a tall building.,61516
8563,386661,coco-30k,Two blue park benches on a beach facing the ocean.,221
8564,212322,coco-30k,A bus stops next to a street sign.,19644
8565,141634,coco-30k,Sepia photograph of two women petting a horse.,43665
8566,450151,coco-30k,A black and brown park bench in a grassy area.,58000
8567,402909,coco-30k,a mirror reflecting the platform at a train station,70155
8568,459500,coco-30k,A clock between two bronze flamingo statues on a black box.,47283
8569,29648,coco-30k,A red fire hydrant on a concrete block.,31032
8570,550691,coco-30k,A red double decker bus on a street.,54799
8571,405205,coco-30k,A passenger bus that is parked in a parking lot.,85117
8572,311619,coco-30k,A runway with multiple planes and clouds in the background.,14761
8573,116722,coco-30k,A train with a flag flying near the tracks,93104
8574,493566,coco-30k,"An orange and green train reads ""BNSF"" on the side.",70606
8575,109942,coco-30k,A Street sign standing next to a palm tree.,18200
8576,114090,coco-30k,Birds are eating from a bird feeder with a pine cone on it.,4142
8577,316332,coco-30k,A street sign on the side of a street in front of a building .,48595
8578,249524,coco-30k,A person is on a bench near a grassy field.,5363
8579,48308,coco-30k,"A giraffe stands in front of a verdant, lush group of trees. ",90513
8580,109340,coco-30k,The blue bus is riding across the street.,82907
8581,108129,coco-30k,A tree in bloom with pink flowers near a rural area.,32652
8582,461123,coco-30k,The airplane is taking off the runway at the airport. ,91540
8583,487530,coco-30k,A traffic light at a intersection with vehicles.,72016
8584,467468,coco-30k,The bench with shade in the courtyard is empty.,85131
8585,351530,coco-30k,People seated on wooden chairs and a bicycle parked nearby.,25322
8586,421169,coco-30k,A red and yellow trimmed plane sitting on tarmac.,73191
8587,420963,coco-30k,Cars stopped at an intersection on a dark night,12589
8588,521849,coco-30k,A grey and blue fire hydrant on a sidewalk.,15696
8589,421976,coco-30k,An adult sheep leaning towards a newborn sheep in a hay filled area.,72098
8590,12666,coco-30k,The traffic in this city is busy this time of day. ,16408
8591,542803,coco-30k,The city bus in en route to Graham Street. ,7043
8592,545293,coco-30k,A single park bench is by small trees.,62601
8593,1171,coco-30k,An antique train engine stands proudly in the glow of late afternoon light.,79093
8594,63104,coco-30k,A boy wearing a cap and green t-shirt holds a baseball mitt.,53404
8595,382089,coco-30k,"A fire box with ""ME"" painted on the side.",95140
8596,486632,coco-30k,Street signs for W 53 ST - JERRY ORBACH WAY.,2707
8597,440617,coco-30k,an image of a bus that is going down the tracks,22532
8598,427643,coco-30k,Two sheep in a muddy area with a  wall in the background.,94998
8599,247223,coco-30k,A red light house on pier next to water.,94842
8600,262987,coco-30k,Two triangular street signs on grass next to brick pathway.,57087
8601,403481,coco-30k,A white and blue train heading towards a sign in the foreground.,15539
8602,209063,coco-30k,A grey and white bird in a swampy marsh.,45073
8603,335800,coco-30k,A street sign with flags on it and a building in the background.,15762
8604,253002,coco-30k,Closeup of a logo on a blue and red bus.,2249
8605,86334,coco-30k,The large green train is approaching a platform.,24275
8606,203697,coco-30k,Two people stand by a giraffe enclosure and look at a giraffe.,76479
8607,343059,coco-30k,A green school bus drives down the road with bikes on top.,99546
8608,269662,coco-30k,A white and black bird sitting in grassy area next to water.,2358
8609,431026,coco-30k,a street sign on a city street near some tall bushes,84519
8610,32549,coco-30k,Pedestrian with rolling suitcase heading towards busses in urban setting.,87768
8611,507686,coco-30k,"A building front at the corner of N. Astor and E. Division St.
",43598
8612,132689,coco-30k,Park full of trees with a table and umbrella in the middle.,31717
8613,38540,coco-30k,A bus arrives to the bus stop at two twenty p.m. ,41577
8614,176527,coco-30k,birds on pillars in a body of water,10625
8615,147498,coco-30k,"Many birds fly around, above an empty beach",62301
8616,33208,coco-30k,The entrance for a subway on a city street.,32877
8617,482305,coco-30k,A blue and yellow double decker bus on a street.,64281
8618,47367,coco-30k,A dog standing next to a fire hydrant on a sidewalk.,879
8619,537889,coco-30k,two billboards with a sky background and people walking near by,96304
8620,283820,coco-30k,a red bus standing by the side of the road,10860
8621,460049,coco-30k,A train moving on a remote area with a river flowing next to the railway.,21741
8622,432763,coco-30k,many  birds flying in the air and walking on a beach,67513
8623,380828,coco-30k,A man admiring a dog on a bench made of books.,55377
8624,106641,coco-30k,a large green toy truck on a sidewalk in front of benches.,20566
8625,69000,coco-30k,Man and woman sitting on a wooden park bench together. ,6298
8626,19324,coco-30k,Black and white photograph of officers on horses.,31027
8627,200546,coco-30k,Two small birds on a plate which is sitting on the floor.,50294
8628,112820,coco-30k,"A red, white and blue train next to satellites.",91542
8629,456146,coco-30k,A group of sheep grazing on a roadside,77928
8630,189193,coco-30k,A woman is skateboarding down a hill with a hat on.,46408
8631,402869,coco-30k,a close up of a street sign with trees in the background,6884
8632,56541,coco-30k,a close up of a cat laying on the ground with something on its head,99914
8633,341128,coco-30k,Several hoofed animals much on hay in the stable.  ,75128
8634,60049,coco-30k,A street sign is filled with various stickers.  ,19765
8635,506544,coco-30k,A man walking his dog past a park bench.,59332
8636,548174,coco-30k,A giraffe standing on grass near a wood fence.,71853
8637,89839,coco-30k,Perhaps he's a magician who will pull a rabbit out of that hat.,55468
8638,466449,coco-30k,A street sign and traffic light on a pole.,4768
8639,30267,coco-30k,A green and yellow train riding down the train tracks. ,45667
8640,448024,coco-30k,An orange cat laying in front of  a green wooden bench.,35554
8641,395865,coco-30k,"A large filled with lots of purple flowers behind a blue sign
",40877
8642,277592,coco-30k,A tall giraffe standing in front of two giant stones.,47865
8643,196811,coco-30k,A tall green and yellow double decker bus traveling down a street.,20932
8644,466965,coco-30k,A parrot sitting on a branch looking down.,37320
8645,189226,coco-30k,A red and silver fire hydrant sitting on top of a sidewalk.,72809
8646,72011,coco-30k,A park covered in leaves filled with lots of trees.,67134
8647,39798,coco-30k,a bird ready to take off an edge made of cement ,58751
8648,274272,coco-30k,A large bus driving down a city street.,96655
8649,48196,coco-30k,A long yellow bus advertising a musical play,56928
8650,160872,coco-30k,a little locomotive in a museum all shined up,76098
8651,136285,coco-30k,A gentleman and child in a vintage picture with a horse. ,56188
8652,72507,coco-30k,A train pulling passenger cars on a train track.,52905
8653,125524,coco-30k,a red fire hydrogen next to a road in front of a bus,72993
8654,44494,coco-30k,A big blue two level bus at a bus stop with people.,80280
8655,525050,coco-30k, A sidewalk with street sings next to a road.,84274
8656,49450,coco-30k,A woman hitchhiking while another woman sits on a suitcase,84507
8657,455515,coco-30k,a couple of cars parked next to a fire hydran.,7203
8658,575209,coco-30k,"Two giraffes standing up next to one another, in between two tree and in the grass.",29917
8659,580084,coco-30k,Black bird with red eyes as seen sitting on branch.,70176
8660,484215,coco-30k,Traffic on a road in winter with some snow on the ground.,44098
8661,520918,coco-30k,A train pulls up as a man stands waiting alongside snack machines.,15281
8662,173997,coco-30k,Two people are sitting at a picnic table by a lake.,69373
8663,149622,coco-30k,"The birds are sitting next to each other on a tree branch,",52912
8664,22236,coco-30k,A double decker bus sitting in front of a bus stop.,10007
8665,405104,coco-30k,A green street sign mounted to a metal pole,60379
8666,503490,coco-30k,A lamb standing next to a very tall building.,63151
8667,100016,coco-30k,A traffic light in front of a road through a tunnel.,81163
8668,504891,coco-30k,A group of small birds walking on top of a beach.,6544
8669,95899,coco-30k,A red stop sign next to a blue street sign.,10496
8670,244235,coco-30k,A gray and silver fire hydrant sitting next to a rock.,23520
8671,556101,coco-30k,A person standing in front of a bus on a street.,47435
8672,174721,coco-30k,A traffic light with a busy city street behind it.,19083
8673,151130,coco-30k,A person holding birds in an aquarium full of spectators.,78442
8674,543393,coco-30k,A stop sign and other signage at the corner of a street.,72947
8675,136,coco-30k,Two giraffes in a room with people looking at them.,9820
8676,333106,coco-30k,A park bench on rocks next to a grassy field.,8569
8677,52322,coco-30k,A hummingbird sits perched alone on a branch. ,14986
8678,73981,coco-30k,two giraffes playing in their sandbox exhibit ,61442
8679,477974,coco-30k,"2 people take a stroll, as a stop sign looms in the foreground.",31567
8680,439623,coco-30k,A white fire hydrant sitting on a  sidewalk.,26363
8681,124756,coco-30k,"A green, yellow and blue truck driving down a street.",38858
8682,19322,coco-30k,A man sitting on a wooden bench near a lake.,16502
8683,123598,coco-30k,A small bird sitting on a beach next to the ocean.,15236
8684,482233,coco-30k,A red stop sign under a green street sign.,96692
8685,81054,coco-30k,A truck parked on the side of a road next to another truck.,73162
8686,129362,coco-30k,A large bird perched on top of a tree branch.,19573
8687,549560,coco-30k,A street next to two road blocks and a blurry object.,79804
8688,399905,coco-30k,A yellow school bus driving past a red brick building.,70045
8689,328409,coco-30k,Man with hat and umbrella holding object in left hand against modern background.,49088
8690,150129,coco-30k,A school bus on the road with traffic lights next to a forest.,46702
8691,510942,coco-30k,A small black airplane sitting on top of a runway.,42122
8692,513690,coco-30k,A trash can is sitting next to a lowered curb.,17418
8693,260433,coco-30k,The road sign is visible for all to see. ,57597
8694,390368,coco-30k,A white street sign sitting on the side of a road.,73817
8695,340179,coco-30k,A group of people sitting around a  table having a meal.,27803
8696,515962,coco-30k,Three giraffe sitting and standing on a lush green forest.,53779
8697,321307,coco-30k,A green bus with a red top traveling down a street.,32941
8698,146986,coco-30k,A large jet flying over some small foothills.,80750
8699,17859,coco-30k,A fire hydrant sitting on the side of a street.,57148
8700,165029,coco-30k,A man with a snowboard next to a man with a mask.,1309
8701,279521,coco-30k,A man in a dress and two men in pants with a bus.,57708
8702,481563,coco-30k,A large gray stone bridge spanning a river.,40161
8703,140826,coco-30k,A large jetliner sitting on top of an airport runway.,11791
8704,35814,coco-30k,A frozen fire hydrant spewing ice out into a street.,75261
8705,443160,coco-30k,The would is dressed up wearing a hat and tie. ,86374
8706,253940,coco-30k,A train traveling down train tracks next to traffic signals.,81087
8707,472416,coco-30k,A lamb standing in the middle of a lush green field.,74427
8708,526645,coco-30k,A giraffe walking through a tree filled forest.,41502
8709,374052,coco-30k,A man sitting on a bench surrounded by pigeons.,61573
8710,547431,coco-30k,This airplane is start to fly in the air.,64717
8711,281448,coco-30k,Two sheep standing next to each other on a grass field.,78824
8712,36557,coco-30k,A street sign sitting on the side of a road.,21858
8713,303704,coco-30k,A child's train sitting on top of snow near a building.,11727
8714,577862,coco-30k,A giraffe examining the back of another giraffe.,20412
8715,355817,coco-30k,A red and yellow bus parked in front of a tall building.,71982
8716,236049,coco-30k,A building with a large circular window that has a designed iron bar cover on it and a pigeon flying from it.,31845
8717,513098,coco-30k,A group of planes flying in sequence in the sky.,17689
8718,204994,coco-30k,a giraffe is looking over a fence at a man in sunglasses,42407
8719,563381,coco-30k,A couple of sheep walking across a lush green field.,21559
8720,130528,coco-30k,A model of a group of cars traveling into a tunnel.,12923
8721,381646,coco-30k,A train traveling down train tracks near a forest.,16910
8722,242644,coco-30k,The infamous Big Ben clock tower towering over the city of London.,66113
8723,168811,coco-30k,There is a crowd of people waiting for the train. ,5378
8724,132189,coco-30k,A blue bus is parked on the parking lot next to another bus. ,49315
8725,340451,coco-30k,Man sitting on park bench waving and wearing water protective clothing. ,54273
8726,423395,coco-30k,A man holding a bottle and a group of people near an umbrella. ,55138
8727,273052,coco-30k,A sheep lying on a hill side next to a tree.,24482
8728,99584,coco-30k,A transit bus stopped at a street side that's filled with snow.,26630
8729,176606,coco-30k,"A goat alongside a house, trying to go through the bushes",9496
8730,318200,coco-30k,A woman holding a umbrella next to a man holding a baby and several other people waiting to cross a street. ,22136
8731,122987,coco-30k,An adult giraffe sits down while a baby giraffe investigates.,16085
8732,134034,coco-30k,A pair of horses grazing in a field behind a fence.,90903
8733,455085,coco-30k,The side of a bus parked on the side of a street.,97051
8734,305871,coco-30k,Several street signs posted together on a poll.,66780
8735,529578,coco-30k,A corner of a building contains a large red sign.,74001
8736,541593,coco-30k,Black and white photo of a clocktower and a bird.,17627
8737,21496,coco-30k,a white red and blue jet some lights water and a hill,93610
8738,447789,coco-30k,A red do not enter sign under a green street sign.,30064
8739,171058,coco-30k,An orange stripe cat sitting on top of a wooden bench.,61906
8740,338067,coco-30k,A construction sign sitting in the middle of a road.,2835
8741,259683,coco-30k,A crowded city filled with lots of people and traffic.,47227
8742,448810,coco-30k,A street sign with six different locations on it.,6423
8743,424155,coco-30k,Two buses hitched together sitting on the street.,89707
8744,312316,coco-30k,A giraffe standing at attention in a zoo pin.,35890
8745,48738,coco-30k,A goat with very long horns standing in front of a tree.,15096
8746,70493,coco-30k,A yellow school bus filled entirely with dogs.,78774
8747,66144,coco-30k,A woman standing in front of window next to a bug and a stop sign.,19878
8748,442968,coco-30k,A white bird sitting inside of a pond surrounded by greens.,23077
8749,79913,coco-30k,A green street sign on top of a metal pool.,97801
8750,155885,coco-30k,A flock of white birds flying over small boats.,71935
8751,156487,coco-30k,A highway with a Rue Paul St. sign beside it.,1236
8752,284296,coco-30k,Three giraffe's leaning over to get a sip of water.,38296
8753,489346,coco-30k,A yellow fire hydrant sitting in front of a white fence.,78033
8754,9145,coco-30k,Two ducklings sit next to each other in grass.,87628
8755,518574,coco-30k,A city street has cars and buses with a green traffic light near a street sign.,80811
8756,227399,coco-30k,A transporting cart parked in a street while passengers board.,68606
8757,314430,coco-30k,A red fire hydrant sitting in a parking lot next to a metal post.,47259
8758,513260,coco-30k,A blue train car sitting on top of train tracks.,77706
8759,194634,coco-30k,A train traveling down a track past another train.,84550
8760,436162,coco-30k,A white van parked in a parking lot next to a forest of trees.,84071
8761,243401,coco-30k,A next of bird feeders filled with lots of birds.,34061
8762,370701,coco-30k,A man and his little dog outside protesting Petland,4367
8763,241064,coco-30k,A herd of animals walking and laying on a lush green field.,31406
8764,269942,coco-30k,Vehicles on a street near a green traffic light.,36919
8765,498228,coco-30k,Two large birds sitting on top of large rocks.,40744
8766,314836,coco-30k,An old tour bus for Buddy Holly and the Crickets,90344
8767,308394,coco-30k,An older woman riding a train while sitting under it's window.,83908
8768,454348,coco-30k,A stone bench in front of a fallen tree.,92472
8769,186428,coco-30k,A train riding over a stone bridge near some steps.,47265
8770,262900,coco-30k,A giraffe lowering its head to graze on some grass.,52014
8771,51984,coco-30k,Many sheep are grazing for food in the grass.,15951
8772,372249,coco-30k,A black bird sitting on top of a wooden fence.,70534
8773,211119,coco-30k,A couple of people sitting on top of a wooden bench.,83912
8774,516708,coco-30k,A street sign that reads Sparta sitting next to a tall building.,64902
8775,431876,coco-30k,The cops in the city are riding horses threw the streets. ,11396
8776,547744,coco-30k,A large white red and purple bus driving down a street.,42843
8777,186472,coco-30k,The nose of a high-speed train that is sitting on the tracks. ,36748
8778,205247,coco-30k,A long white red and blue bus driving down a street next to trees.,26726
8779,266115,coco-30k,A stop sign on the corner of a street.,63360
8780,158994,coco-30k,Two big white city buses parked near the curb.,38905
8781,35887,coco-30k,Three birds eat from a hanging bird feeder.,43643
8782,345993,coco-30k,A man in a suit and top had holds a monacle as two people sitting next to him laugh.,47233
8783,448448,coco-30k,Two giraffes grazing on some green leaves in the field.,3381
8784,215549,coco-30k,A grey train passing by a stadium in the distance.,34100
8785,324710,coco-30k,A couch and table sits outside with fake sheep.,35062
8786,176649,coco-30k,A city street sign warning of a hill in different languages.,91074
8787,401384,coco-30k,Signs at a resort pointing in many directions,96281
8788,64300,coco-30k,A pelican on the shore near a body of water.,41987
8789,387082,coco-30k,A blue and orange bus on street next to buildings.,51914
8790,230177,coco-30k,"A double deck bus, with a convertible top.",6499
8791,233164,coco-30k,an image of a street sign on the street,24292
8792,532530,coco-30k,There is a map in the street of the city.,70131
8793,403862,coco-30k,"A steam engine strain is decorated to look like a character from ""Thomas the Train"" books. ",6276
8794,383950,coco-30k,"A green and white street sign reading ""flaming lips alley.""",96518
8795,38817,coco-30k,an image of a tourbus picking up passengers ,44281
8796,498120,coco-30k,A bus pulled up to the curb along a road.,38286
8797,181601,coco-30k,an image of a bird perched in a tree,22193
8798,60456,coco-30k,A man is approaching a seagull on the beach.,76463
8799,156751,coco-30k,A flamingo standing in front of water and plants.,276
8800,280293,coco-30k,A distant shot of a beautiful looking boat area outside of two buildings. ,20243
8801,310906,coco-30k,A train is traveling across a bridge over a lake. ,17133
8802,531917,coco-30k,People sit together on benches in a park. ,29831
8803,475150,coco-30k,A giraffe stands near a tree in the wilderness. ,89927
8804,156466,coco-30k,White wooden bench next to reddish orange bricked wall.,30865
8805,15157,coco-30k,A stop sign with a suggestive sticker below it.,43063
8806,540176,coco-30k,A road sign and traffic lights next to it,23813
8807,165298,coco-30k,A bright red fire hydrant near a stop sign.,19146
8808,547224,coco-30k,Orange and black uniformed worker standing outside of moving train.,50824
8809,333135,coco-30k,A double deck bus parked along the curb in front of a building.,66558
8810,6153,coco-30k,A train coming up to an intersection of rails,86232
8811,160726,coco-30k,A very blurry image of a person sitting on a bench.,13354
8812,59152,coco-30k,There are stop signs and one way signs at this intersection.,71005
8813,43610,coco-30k,A bird with a berry in its mouth sits on a rock,42520
8814,178516,coco-30k,Woman waiting at end of curb for train to open its doors.,33457
